"CustomerID","TypeOfService","SeviceDetails"
"Cust2390","InternetServiceCategory","Fiber optic"
"Cust5202","InternetServiceCategory","DSL"
"Cust1902","StreamingMovies","No"
"Cust3017","InternetServiceCategory","No"
"Cust5181","DeviceProtection","No"
"Cust4753","InternetServiceCategory","DSL"
"Cust2286","OnlineBackup","No"
"Cust2149","DeviceProtection","No internet service"
"Cust2633","DeviceProtection","No"
"Cust2065","OnlineBackup","No"
"Cust6119","InternetServiceCategory","DSL"
"Cust1729","InternetServiceCategory","Fiber optic"
"Cust6148","OnlineSecurity","No"
"Cust2699","DeviceProtection","No internet service"
"Cust2704","HasPhoneService","1"
"Cust2167","TechnicalSupport","Yes"
"Cust2165","OnlineSecurity","No"
"Cust6100","HasPhoneService","1"
"Cust1998","MultipleLines","No"
"Cust3195","StreamingMovies","No internet service"
"Cust4303","OnlineSecurity","No"
"Cust1801","InternetServiceCategory","Fiber optic"
"Cust1548","StreamingMovies","Yes"
"Cust5683","StreamingTelevision","Yes"
"Cust3883","StreamingTelevision","Yes"
"Cust4256","TechnicalSupport","Yes"
"Cust5158","MultipleLines","Yes"
"Cust5393","OnlineSecurity","Yes"
"Cust4159","StreamingTelevision","No"
"Cust3546","StreamingMovies","No"
"Cust3454","StreamingTelevision","No"
"Cust5490","OnlineBackup","Yes"
"Cust2802","OnlineSecurity","Yes"
"Cust5628","HasPhoneService","1"
"Cust2847","OnlineSecurity","No"
"Cust1332","StreamingMovies","No"
"Cust1834","StreamingTelevision","Yes"
"Cust2231","TechnicalSupport","No"
"Cust4071","TechnicalSupport","No"
"Cust5581","MultipleLines","No"
"Cust6381","StreamingTelevision","No"
"Cust5823","OnlineBackup","No"
"Cust5997","OnlineSecurity","Yes"
"Cust5936","StreamingMovies","No internet service"
"Cust3264","StreamingMovies","No"
"Cust4437","StreamingMovies","Yes"
"Cust5032","OnlineBackup","Yes"
"Cust2026","TechnicalSupport","Yes"
"Cust4110","HasPhoneService","1"
"Cust4794","TechnicalSupport","Yes"
"Cust5058","StreamingMovies","No internet service"
"Cust1405","StreamingMovies","Yes"
"Cust3531","DeviceProtection","No internet service"
"Cust2776","OnlineBackup","Yes"
"Cust3372","OnlineSecurity","No"
"Cust2232","DeviceProtection","No"
"Cust4691","OnlineBackup","No"
"Cust3895","InternetServiceCategory","DSL"
"Cust5288","HasPhoneService","1"
"Cust4429","OnlineBackup","Yes"
"Cust6109","DeviceProtection","No"
"Cust1990","OnlineBackup","Yes"
"Cust1286","MultipleLines","Yes"
"Cust1688","OnlineBackup","No"
"Cust3018","OnlineSecurity","No"
"Cust4077","MultipleLines","Yes"
"Cust4227","DeviceProtection","No internet service"
"Cust1315","HasPhoneService","1"
"Cust4912","TechnicalSupport","No"
"Cust3548","DeviceProtection","No internet service"
"Cust2300","MultipleLines","No"
"Cust1927","TechnicalSupport","No"
"Cust4968","OnlineSecurity","Yes"
"Cust5328","MultipleLines","Yes"
"Cust4985","StreamingTelevision","Yes"
"Cust1379","OnlineSecurity","No"
"Cust6398","MultipleLines","Yes"
"Cust4579","OnlineSecurity","No internet service"
"Cust3873","TechnicalSupport","Yes"
"Cust3295","HasPhoneService","1"
"Cust5803","HasPhoneService","1"
"Cust5635","HasPhoneService","1"
"Cust2969","DeviceProtection","Yes"
"Cust3110","MultipleLines","Yes"
"Cust2939","InternetServiceCategory","Fiber optic"
"Cust1395","StreamingTelevision","No"
"Cust4346","InternetServiceCategory","Fiber optic"
"Cust5974","TechnicalSupport","Yes"
"Cust5584","DeviceProtection","No"
"Cust6259","StreamingTelevision","No"
"Cust4559","StreamingMovies","No internet service"
"Cust3312","StreamingTelevision","Yes"
"Cust2257","StreamingMovies","No internet service"
"Cust2209","MultipleLines","No"
"Cust4299","HasPhoneService","1"
"Cust5229","InternetServiceCategory","No"
"Cust4873","TechnicalSupport","Yes"
"Cust2454","StreamingTelevision","No internet service"
"Cust5332","HasPhoneService","1"
"Cust5377","OnlineSecurity","No"
"Cust4943","InternetServiceCategory","Fiber optic"
"Cust4178","DeviceProtection","No internet service"
"Cust2880","DeviceProtection","No"
"Cust3729","HasPhoneService","1"
"Cust1568","StreamingTelevision","Yes"
"Cust2327","HasPhoneService","1"
"Cust1397","InternetServiceCategory","Fiber optic"
"Cust4800","TechnicalSupport","Yes"
"Cust4988","StreamingTelevision","No"
"Cust5004","TechnicalSupport","No"
"Cust1676","TechnicalSupport","No"
"Cust1460","StreamingTelevision","No"
"Cust5996","MultipleLines","Yes"
"Cust5739","InternetServiceCategory","Fiber optic"
"Cust2923","TechnicalSupport","No"
"Cust5837","DeviceProtection","Yes"
"Cust4023","OnlineSecurity","Yes"
"Cust4039","OnlineBackup","No"
"Cust5101","DeviceProtection","No internet service"
"Cust5610","StreamingTelevision","No internet service"
"Cust6138","MultipleLines","No phone service"
"Cust6295","TechnicalSupport","Yes"
"Cust3011","DeviceProtection","No"
"Cust1580","StreamingMovies","No internet service"
"Cust1474","StreamingTelevision","No"
"Cust3095","StreamingMovies","No internet service"
"Cust1234","OnlineSecurity","Yes"
"Cust1495","DeviceProtection","No"
"Cust1522","OnlineSecurity","No"
"Cust4376","InternetServiceCategory","Fiber optic"
"Cust3976","InternetServiceCategory","Fiber optic"
"Cust6393","InternetServiceCategory","Fiber optic"
"Cust3614","OnlineBackup","Yes"
"Cust4343","DeviceProtection","No internet service"
"Cust5034","StreamingMovies","Yes"
"Cust5522","StreamingMovies","No internet service"
"Cust6039","StreamingMovies","Yes"
"Cust5884","TechnicalSupport","Yes"
"Cust4168","OnlineBackup","Yes"
"Cust1454","StreamingMovies","No"
"Cust4921","HasPhoneService","1"
"Cust1599","StreamingTelevision","Yes"
"Cust1414","StreamingMovies","No"
"Cust2090","InternetServiceCategory","DSL"
"Cust1324","OnlineBackup","No internet service"
"Cust1597","OnlineBackup","No"
"Cust3042","HasPhoneService","1"
"Cust2862","HasPhoneService","1"
"Cust4978","DeviceProtection","No internet service"
"Cust4887","OnlineBackup","No internet service"
"Cust4142","StreamingTelevision","No"
"Cust1581","StreamingTelevision","No"
"Cust6108","MultipleLines","Yes"
"Cust1520","OnlineSecurity","Yes"
"Cust3471","DeviceProtection","No"
"Cust1878","DeviceProtection","No"
"Cust6312","MultipleLines","Yes"
"Cust5959","InternetServiceCategory","No"
"Cust5660","OnlineBackup","Yes"
"Cust3947","InternetServiceCategory","DSL"
"Cust1839","DeviceProtection","Yes"
"Cust5143","TechnicalSupport","Yes"
"Cust6169","InternetServiceCategory","DSL"
"Cust3542","StreamingTelevision","No"
"Cust4558","TechnicalSupport","No"
"Cust5302","InternetServiceCategory","DSL"
"Cust1630","MultipleLines","Yes"
"Cust1442","DeviceProtection","No"
"Cust4133","MultipleLines","No"
"Cust1798","StreamingMovies","Yes"
"Cust2072","OnlineBackup","Yes"
"Cust2051","DeviceProtection","No internet service"
"Cust3381","OnlineBackup","Yes"
"Cust2916","OnlineBackup","No internet service"
"Cust5893","StreamingMovies","Yes"
"Cust3385","TechnicalSupport","No"
"Cust1555","StreamingMovies","No internet service"
"Cust4716","TechnicalSupport","No"
"Cust4724","StreamingMovies","Yes"
"Cust1861","StreamingTelevision","Yes"
"Cust5779","StreamingTelevision","No"
"Cust1249","MultipleLines","Yes"
"Cust3713","InternetServiceCategory","No"
"Cust2091","OnlineSecurity","No"
"Cust5424","StreamingMovies","Yes"
"Cust3041","HasPhoneService","1"
"Cust1929","HasPhoneService","0"
"Cust1800","StreamingTelevision","No"
"Cust1927","InternetServiceCategory","Fiber optic"
"Cust4197","StreamingTelevision","No"
"Cust4281","OnlineBackup","Yes"
"Cust4954","HasPhoneService","1"
"Cust4808","MultipleLines","No"
"Cust2140","TechnicalSupport","No"
"Cust3794","StreamingMovies","No internet service"
"Cust3357","OnlineBackup","Yes"
"Cust1699","StreamingMovies","No"
"Cust1441","OnlineSecurity","No"
"Cust5776","StreamingMovies","No"
"Cust4059","OnlineBackup","No"
"Cust5896","DeviceProtection","Yes"
"Cust1511","StreamingMovies","Yes"
"Cust2244","OnlineSecurity","No internet service"
"Cust6069","StreamingMovies","Yes"
"Cust2640","StreamingTelevision","Yes"
"Cust2967","OnlineBackup","No internet service"
"Cust2468","OnlineBackup","No"
"Cust5816","MultipleLines","No"
"Cust3131","InternetServiceCategory","No"
"Cust6179","DeviceProtection","No"
"Cust1443","TechnicalSupport","No internet service"
"Cust1400","StreamingMovies","No"
"Cust5193","InternetServiceCategory","No"
"Cust1652","OnlineSecurity","Yes"
"Cust2273","StreamingMovies","Yes"
"Cust1499","OnlineSecurity","Yes"
"Cust4482","OnlineBackup","Yes"
"Cust5067","DeviceProtection","No"
"Cust5044","DeviceProtection","No internet service"
"Cust5061","MultipleLines","Yes"
"Cust1495","StreamingMovies","No"
"Cust6413","HasPhoneService","1"
"Cust6233","StreamingMovies","Yes"
"Cust3199","MultipleLines","No phone service"
"Cust6099","StreamingMovies","No internet service"
"Cust1565","DeviceProtection","Yes"
"Cust5042","InternetServiceCategory","DSL"
"Cust2393","OnlineSecurity","Yes"
"Cust2788","MultipleLines","No"
"Cust1603","HasPhoneService","1"
"Cust2851","OnlineSecurity","Yes"
"Cust3695","TechnicalSupport","No"
"Cust5992","OnlineBackup","Yes"
"Cust6475","InternetServiceCategory","No"
"Cust3004","OnlineSecurity","No internet service"
"Cust6214","StreamingMovies","Yes"
"Cust4381","OnlineSecurity","No"
"Cust6012","OnlineSecurity","Yes"
"Cust2421","HasPhoneService","1"
"Cust5830","StreamingTelevision","No internet service"
"Cust4910","TechnicalSupport","Yes"
"Cust2773","MultipleLines","Yes"
"Cust4036","StreamingTelevision","Yes"
"Cust4588","DeviceProtection","Yes"
"Cust4306","StreamingTelevision","No"
"Cust3213","StreamingTelevision","Yes"
"Cust3444","StreamingMovies","Yes"
"Cust5776","OnlineBackup","No"
"Cust3444","TechnicalSupport","Yes"
"Cust6424","MultipleLines","No"
"Cust5894","DeviceProtection","Yes"
"Cust5625","DeviceProtection","No"
"Cust5854","OnlineBackup","No"
"Cust6227","DeviceProtection","No"
"Cust3224","HasPhoneService","1"
"Cust6441","OnlineSecurity","Yes"
"Cust6272","TechnicalSupport","Yes"
"Cust2685","OnlineBackup","Yes"
"Cust1537","MultipleLines","Yes"
"Cust2581","MultipleLines","No"
"Cust1713","InternetServiceCategory","No"
"Cust5609","StreamingTelevision","No"
"Cust5303","StreamingTelevision","Yes"
"Cust5130","OnlineBackup","No internet service"
"Cust3966","TechnicalSupport","No"
"Cust5754","MultipleLines","No"
"Cust6418","DeviceProtection","No"
"Cust5228","HasPhoneService","1"
"Cust3063","OnlineBackup","No"
"Cust3745","DeviceProtection","No"
"Cust3131","OnlineBackup","No internet service"
"Cust6155","StreamingTelevision","Yes"
"Cust3135","DeviceProtection","Yes"
"Cust4717","DeviceProtection","Yes"
"Cust2517","MultipleLines","No"
"Cust1579","OnlineBackup","No"
"Cust5621","HasPhoneService","1"
"Cust3071","InternetServiceCategory","Fiber optic"
"Cust5395","OnlineBackup","No internet service"
"Cust6244","MultipleLines","No"
"Cust2881","StreamingTelevision","No"
"Cust1365","MultipleLines","No"
"Cust5550","OnlineSecurity","No internet service"
"Cust5643","InternetServiceCategory","Fiber optic"
"Cust4829","InternetServiceCategory","No"
"Cust6222","StreamingTelevision","No"
"Cust3459","StreamingMovies","Yes"
"Cust6477","TechnicalSupport","Yes"
"Cust5999","OnlineBackup","No"
"Cust6216","OnlineBackup","No"
"Cust6383","MultipleLines","Yes"
"Cust1802","OnlineBackup","Yes"
"Cust6280","MultipleLines","Yes"
"Cust2983","OnlineBackup","No"
"Cust5069","HasPhoneService","1"
"Cust5998","HasPhoneService","1"
"Cust2404","StreamingMovies","No internet service"
"Cust3371","DeviceProtection","No"
"Cust4940","DeviceProtection","Yes"
"Cust5603","OnlineBackup","No"
"Cust2504","InternetServiceCategory","DSL"
"Cust5128","StreamingTelevision","No internet service"
"Cust5688","DeviceProtection","Yes"
"Cust6130","OnlineBackup","No"
"Cust2873","OnlineSecurity","Yes"
"Cust2678","TechnicalSupport","Yes"
"Cust1829","OnlineSecurity","No"
"Cust3670","InternetServiceCategory","DSL"
"Cust2105","StreamingTelevision","Yes"
"Cust2689","DeviceProtection","No internet service"
"Cust1258","MultipleLines","No"
"Cust3027","TechnicalSupport","Yes"
"Cust5102","OnlineSecurity","No"
"Cust1754","InternetServiceCategory","DSL"
"Cust5714","OnlineBackup","No"
"Cust6498","TechnicalSupport","No internet service"
"Cust5697","MultipleLines","Yes"
"Cust4434","InternetServiceCategory","DSL"
"Cust4492","TechnicalSupport","Yes"
"Cust5785","OnlineSecurity","No internet service"
"Cust4895","MultipleLines","Yes"
"Cust3662","HasPhoneService","1"
"Cust4004","TechnicalSupport","No"
"Cust2254","StreamingMovies","Yes"
"Cust5693","StreamingMovies","Yes"
"Cust1767","OnlineBackup","Yes"
"Cust1898","DeviceProtection","Yes"
"Cust1237","MultipleLines","No phone service"
"Cust4493","DeviceProtection","No"
"Cust1745","MultipleLines","Yes"
"Cust2032","HasPhoneService","1"
"Cust6042","TechnicalSupport","No internet service"
"Cust5289","DeviceProtection","No internet service"
"Cust3522","TechnicalSupport","No"
"Cust4404","HasPhoneService","1"
"Cust5980","TechnicalSupport","No internet service"
"Cust1497","HasPhoneService","1"
"Cust1689","OnlineBackup","No"
"Cust4244","OnlineBackup","No"
"Cust5062","StreamingTelevision","No internet service"
"Cust1630","OnlineBackup","No"
"Cust2910","DeviceProtection","No"
"Cust3795","HasPhoneService","1"
"Cust2302","MultipleLines","No"
"Cust5222","OnlineSecurity","No"
"Cust3893","StreamingMovies","No"
"Cust2119","OnlineSecurity","Yes"
"Cust5447","TechnicalSupport","No"
"Cust3403","TechnicalSupport","Yes"
"Cust4818","StreamingTelevision","No internet service"
"Cust5697","TechnicalSupport","No"
"Cust4298","StreamingMovies","Yes"
"Cust5312","InternetServiceCategory","Fiber optic"
"Cust3420","TechnicalSupport","No"
"Cust6427","OnlineBackup","Yes"
"Cust1466","DeviceProtection","Yes"
"Cust6475","OnlineSecurity","No internet service"
"Cust5370","StreamingTelevision","Yes"
"Cust2618","OnlineBackup","Yes"
"Cust5467","HasPhoneService","0"
"Cust3580","MultipleLines","No"
"Cust6451","StreamingTelevision","Yes"
"Cust2123","MultipleLines","No"
"Cust2008","HasPhoneService","1"
"Cust6000","HasPhoneService","1"
"Cust1874","OnlineSecurity","No"
"Cust6024","InternetServiceCategory","DSL"
"Cust3829","MultipleLines","Yes"
"Cust5072","StreamingTelevision","No"
"Cust4724","InternetServiceCategory","Fiber optic"
"Cust2229","OnlineSecurity","No"
"Cust5133","MultipleLines","No"
"Cust1223","HasPhoneService","1"
"Cust2906","HasPhoneService","1"
"Cust1705","TechnicalSupport","No"
"Cust6030","HasPhoneService","1"
"Cust4230","OnlineBackup","No internet service"
"Cust6099","TechnicalSupport","No internet service"
"Cust1375","DeviceProtection","No"
"Cust4021","StreamingTelevision","No"
"Cust1592","OnlineSecurity","No internet service"
"Cust5907","OnlineSecurity","No"
"Cust5222","HasPhoneService","1"
"Cust4723","OnlineBackup","No"
"Cust2655","OnlineBackup","No internet service"
"Cust5682","OnlineBackup","No"
"Cust1395","MultipleLines","Yes"
"Cust4341","StreamingMovies","No internet service"
"Cust6380","HasPhoneService","1"
"Cust4565","DeviceProtection","No internet service"
"Cust4474","InternetServiceCategory","Fiber optic"
"Cust4550","DeviceProtection","No internet service"
"Cust2775","OnlineSecurity","No"
"Cust1790","TechnicalSupport","No"
"Cust2141","InternetServiceCategory","Fiber optic"
"Cust5388","TechnicalSupport","Yes"
"Cust2402","OnlineSecurity","No"
"Cust6362","DeviceProtection","Yes"
"Cust5740","MultipleLines","Yes"
"Cust2030","DeviceProtection","No"
"Cust2688","OnlineSecurity","No internet service"
"Cust1399","DeviceProtection","Yes"
"Cust3453","HasPhoneService","1"
"Cust5784","StreamingTelevision","Yes"
"Cust2254","MultipleLines","Yes"
"Cust2799","InternetServiceCategory","Fiber optic"
"Cust1670","OnlineBackup","No internet service"
"Cust3502","DeviceProtection","Yes"
"Cust2688","DeviceProtection","No internet service"
"Cust3092","StreamingMovies","Yes"
"Cust2025","InternetServiceCategory","Fiber optic"
"Cust2072","StreamingTelevision","No"
"Cust1582","TechnicalSupport","No"
"Cust4390","StreamingMovies","Yes"
"Cust2214","HasPhoneService","1"
"Cust2705","StreamingTelevision","Yes"
"Cust5924","DeviceProtection","Yes"
"Cust4441","DeviceProtection","Yes"
"Cust2705","InternetServiceCategory","DSL"
"Cust6241","DeviceProtection","No"
"Cust3537","OnlineBackup","Yes"
"Cust3326","StreamingMovies","Yes"
"Cust2890","HasPhoneService","1"
"Cust4100","TechnicalSupport","No"
"Cust4184","StreamingMovies","No"
"Cust6151","StreamingTelevision","No internet service"
"Cust2044","InternetServiceCategory","No"
"Cust3955","StreamingTelevision","Yes"
"Cust3999","HasPhoneService","1"
"Cust4518","InternetServiceCategory","No"
"Cust5018","InternetServiceCategory","Fiber optic"
"Cust1426","TechnicalSupport","No"
"Cust3305","HasPhoneService","0"
"Cust5376","OnlineBackup","No"
"Cust5171","MultipleLines","Yes"
"Cust4119","OnlineSecurity","No"
"Cust1354","OnlineBackup","No"
"Cust4732","TechnicalSupport","No"
"Cust2046","TechnicalSupport","No internet service"
"Cust4789","StreamingMovies","No"
"Cust3323","InternetServiceCategory","Fiber optic"
"Cust2513","InternetServiceCategory","Fiber optic"
"Cust4718","DeviceProtection","No"
"Cust5795","InternetServiceCategory","DSL"
"Cust5948","HasPhoneService","1"
"Cust2497","OnlineBackup","Yes"
"Cust3158","OnlineBackup","No"
"Cust2888","OnlineSecurity","No"
"Cust3463","InternetServiceCategory","Fiber optic"
"Cust5984","MultipleLines","Yes"
"Cust1643","HasPhoneService","1"
"Cust4894","TechnicalSupport","Yes"
"Cust5227","DeviceProtection","No"
"Cust5811","StreamingTelevision","Yes"
"Cust5401","StreamingTelevision","No"
"Cust3071","OnlineSecurity","No"
"Cust5323","TechnicalSupport","No"
"Cust1562","StreamingMovies","Yes"
"Cust1441","TechnicalSupport","No"
"Cust3653","InternetServiceCategory","No"
"Cust6266","OnlineSecurity","Yes"
"Cust6279","OnlineSecurity","Yes"
"Cust1335","OnlineSecurity","No"
"Cust5804","OnlineBackup","Yes"
"Cust5591","DeviceProtection","No internet service"
"Cust3806","DeviceProtection","No internet service"
"Cust1964","DeviceProtection","No"
"Cust5958","MultipleLines","No"
"Cust2138","TechnicalSupport","No"
"Cust1966","OnlineSecurity","Yes"
"Cust1220","TechnicalSupport","Yes"
"Cust6225","OnlineSecurity","No"
"Cust2784","MultipleLines","Yes"
